ITEM_ID,USER_ID,TIMESTAMP,CABIN_TYPE,EVENT_VALUE,EVENT_TYPE
aer-lingus,NicolaHarvey,1429686000,Economy,5,RATING
aer-lingus,AudreyBurkley,1429167600,Economy,2,RATING
aegean-airlines,SDiamantis,1409554800,Economy,10,RATING
aegean-airlines,TerconBojan,1409554800,Economy,8,RATING
aegean-airlines,KorhanSahin,1409554800,Economy,5,RATING
aer-lingus,FangJun,1428476400,Economy,6,RATING
aer-lingus,AAdams,1428044400,Business Class,2,RATING
aegean-airlines,FionaBechelli,1409209200,Economy,1,RATING
aegean-airlines,EKaravelas,1409036400,Business Class,9,RATING
aegean-airlines,TerryDouris,1409036400,Economy,10,RATING
aer-lingus,RDaalen,1428044400,Economy,2,RATING
aer-lingus,CarolineFoley,1428044400,Economy,10,RATING
aer-lingus,DCrowley,1427698800,Economy,2,RATING
aegean-airlines,VounelakisIlias,1409036400,Economy,10,RATING
aegean-airlines,MTossounian,1407740400,Business Class,10,RATING
aegean-airlines,SMatthews,1407481200,Economy,10,RATING
aer-lingus,KWaterstone,1427266800,Economy,10,RATING
aer-lingus,CLynch,1426834800,Economy,4,RATING
aegean-airlines,KPrice,1407481200,Economy,5,RATING
aegean-airlines,BillJackson,1406962800,Economy,9,RATING
aer-lingus,RChalmers,1426834800,Economy,9,RATING
aer-lingus,STegtmeier,1426575600,Economy,7,RATING
aer-lingus,GRowand,1425456000,Economy,8,RATING
aegean-airlines,TomBesler,1406012400,Economy,8,RATING
aegean-airlines,KChen,1405580400,Economy,9,RATING
aegean-airlines,LHogg,1404802800,Economy,1,RATING
aer-lingus,DO'Sullivan,1424246400,Business Class,10,RATING
aer-lingus,IanGallagher,1422259200,Economy,10,RATING
aegean-airlines,HMatthews,1404630000,Economy,4,RATING
aegean-airlines,DettlingArnold,1404630000,Economy,1,RATING
aegean-airlines,MStudzinski,1404630000,Economy,9,RATING
aegean-airlines,KTossounyan,1404198000,Economy,10,RATING
aer-lingus,GMcgrath,1421827200,Economy,8,RATING
aer-lingus,PidlaoanChristian,1421654400,Economy,6,RATING
aer-lingus,NMurphy,1421222400,Economy,8,RATING
aeroflot-russian-airlines,AMcAndrew,1437462000,Premium Economy,8,RATING
aegean-airlines,TerrySalem,1403074800,Economy,1,RATING
aegean-airlines,DIto,1402902000,Economy,9,RATING
aegean-airlines,IoannisNafpliotis,1402642800,Economy,1,RATING
aer-lingus,SeanLeonard,1421222400,Economy,9,RATING
aer-lingus,MBurgess,1420963200,Economy,10,RATING
aer-lingus,JO'Sullivan,1420444800,Economy,6,RATING
aer-lingus,GLynskey,1419840000,Economy,2,RATING
aeroflot-russian-airlines,SaidaManieva,1437375600,Economy,7,RATING
aeroflot-russian-airlines,DenisaOsvaldová,1437289200,Economy,10,RATING
aeroflot-russian-airlines,FilipBadziak,1436252400,Economy,8,RATING
aegean-airlines,IMagkouras,1402297200,Economy,10,RATING
aegean-airlines,AlexiosChatziioannidis,1401865200,Economy,10,RATING
aegean-airlines,MathewsPaul,1401865200,Economy,10,RATING
aer-lingus,PWright,1419235200,Economy,2,RATING
aer-lingus,KSmall,1418889600,Economy,5,RATING
aer-lingus,RSingletary,1418198400,Economy,8,RATING
aeroflot-russian-airlines,FerozJinnah,1435388400,Economy,3,RATING
aeroflot-russian-airlines,HDalem,1434783600,Business Class,8,RATING
aeroflot-russian-airlines,VsevolodAndreev,1434524400,Economy,9,RATING
aegean-airlines,RBergeron,1400482800,Economy,2,RATING
aegean-airlines,KarasekAntonin,1399186800,Economy,10,RATING
aer-lingus,ZafrullahHamzah,1418198400,Economy,6,RATING
aer-lingus,JGerman,1416902400,Economy,9,RATING
aer-lingus,DO'Connor,1415779200,Economy,10,RATING
aeroflot-russian-airlines,DanKorn,1434438000,Premium Economy,10,RATING
aeroflot-russian-airlines,JanAckermann,1434438000,Economy,8,RATING
aeroflot-russian-airlines,IshaanSai,1434265200,Economy,9,RATING
aegean-airlines,APierce,1398841200,Economy,10,RATING
aegean-airlines,JBeattie,1397113200,Economy,10,RATING
aer-lingus,BEllis,1414738800,Economy,2,RATING
aer-lingus,AlanWan,1414738800,Economy,7,RATING
aer-lingus,NormanLezotte,1414738800,Business Class,10,RATING
aeroflot-russian-airlines,AZalewski,1434178800,Economy,8,RATING
aeroflot-russian-airlines,JuliaEyler,1434178800,Economy,7,RATING
aeroflot-russian-airlines,AdamHorton,1433574000,Economy,7,RATING
aegean-airlines,TXavier,1394006400,Economy,10,RATING
aegean-airlines,MdeMontalembert,1393315200,Economy,3,RATING
aegean-airlines,AChristodoulou,1392969600,Economy,5,RATING
aer-lingus,DonalO'Connell,1414479600,Economy,10,RATING
aer-lingus,SAlabere,1414479600,Business Class,7,RATING
aeroflot-russian-airlines,RobZdenek,1433142000,Economy,8,RATING
aeroflot-russian-airlines,JosefSonntag,1430463600,Economy,8,RATING
aeroflot-russian-airlines,RoelandSmits,1429858800,Economy,1,RATING
aegean-airlines,NSimonis,1391760000,Economy,6,RATING
aegean-airlines,MarkFletcher,1391155200,Business Class,9,RATING
aegean-airlines,AlexanderSorel,1390550400,Economy,9,RATING
aerolineas-argentinas,HilarionMartinez,1438239600,Economy,5,RATING
aer-lingus,LBarron,1414479600,Economy,9,RATING
aer-lingus,TonyDonovan,1413961200,Economy,7,RATING
aer-lingus,BPhillips,1413961200,Economy,9,RATING
aer-lingus,PatrickWatson,1413961200,Business Class,10,RATING
aeroflot-russian-airlines,CWajsberg,1429858800,Economy,6,RATING
aeroflot-russian-airlines,HRungen,1429686000,Economy,1,RATING
aeroflot-russian-airlines,HaglundFredrik,1429426800,Economy,7,RATING
aegean-airlines,AlexKrava,1389945600,Economy,8,RATING
aegean-airlines,KBikos,1388649600,Economy,6,RATING
aegean-airlines,DeligianniFanin,1387958400,Economy,1,RATING
aerolineas-argentinas,MStudzinski,1436079600,Business Class,2,RATING
aerolineas-argentinas,JBacallado,1433401200,Economy,7,RATING
aerolineas-argentinas,JFerretti,1433055600,Economy,9,RATING
aer-lingus,LBarron,1413961200,Economy,9,RATING
aer-lingus,CO'Neill,1413097200,Economy,9,RATING
aer-lingus,JohnRichardson,1413097200,Economy,4,RATING
aer-lingus,DrewCharlotte,1413097200,Economy,6,RATING
aeroflot-russian-airlines,REdwards,1428649200,Economy,10,RATING
aeroflot-russian-airlines,PatriciaJohnson,1428044400,Economy,9,RATING
aeroflot-russian-airlines,BotarEcaterina,1427266800,Economy,4,RATING
aegean-airlines,ANicholson,1387785600,Economy,10,RATING
aegean-airlines,ADimitris,1385539200,Business Class,10,RATING
aegean-airlines,PhilipPocock,1385020800,Economy,10,RATING
aerolineas-argentinas,ABlanco,1431327600,Economy,3,RATING
aerolineas-argentinas,MichaelO'Higgins,1430377200,Business Class,5,RATING
aerolineas-argentinas,RobertHeim,1425884400,Business Class,10,RATING
aer-lingus,AClarke,1412492400,Economy,8,RATING
aeroflot-russian-airlines,CMackenzie,1425884400,Economy,2,RATING
aeroflot-russian-airlines,BLi,1425456000,Economy,6,RATING
aegean-airlines,IBiliatis,1382252400,Economy,9,RATING
aegean-airlines,DonaldMcKelvie,1381647600,Economy,10,RATING
aegean-airlines,OleksiiUrytskyi,1381647600,Economy,9,RATING
aerolineas-argentinas,GuillermoMujica,1424764800,Economy,1,RATING
aerolineas-argentinas,DBattles,1421654400,Economy,1,RATING
aerolineas-argentinas,BWagner,1421222400,Business Class,8,RATING
aerolineas-argentinas,ASkidmore,1419235200,Economy,10,RATING
aer-lingus,APalframan,1411887600,Economy,5,RATING
aer-lingus,NHarvey,1411542000,Economy,4,RATING
aer-lingus,KDominguez,1411023600,Economy,5,RATING
aeroflot-russian-airlines,VandorAttila,1424246400,Economy,3,RATING
aeroflot-russian-airlines,MarcLiljeqvist,1424246400,Economy,9,RATING
aeroflot-russian-airlines,RingkjoebingMichael,1424246400,Economy,7,RATING
aeroflot-russian-airlines,KalatsidisEvgenios,1424246400,Economy,8,RATING
aegean-airlines,MHeather,1381388400,Economy,9,RATING
aegean-airlines,YRaltseva,1381302000,Economy,3,RATING
aerolineas-argentinas,RussellConyers,1418198400,Premium Economy,8,RATING
aerolineas-argentinas,TerconBojan,1418198400,Economy,8,RATING
aerolineas-argentinas,BillyDolan,1414479600,Business Class,7,RATING
aer-lingus,CatherineGuthrie,1410246000,Economy,10,RATING
aer-lingus,HarryFinnegan,1410246000,Economy,2,RATING
aeroflot-russian-airlines,RichardMaskery,1421827200,Economy,8,RATING
aeroflot-russian-airlines,RobertMyers,1421654400,Economy,7,RATING
aeroflot-russian-airlines,RobsonDean,1421654400,Economy,1,RATING
aeroflot-russian-airlines,MStudzinski,1421222400,Economy,6,RATING
aegean-airlines,JRichard,1381129200,Economy,9,RATING
aegean-airlines,BobbyGiannakopoulos,1380697200,Economy,8,RATING
aegean-airlines,TMahr,1380610800,Economy,9,RATING
aerolineas-argentinas,EricoSanchez,1413097200,Business Class,7,RATING
aerolineas-argentinas,BAldridge,1409036400,Economy,2,RATING
aerolineas-argentinas,SebastianIreneo,1406617200,Economy,10,RATING
aerolineas-argentinas,JBacallado,1401865200,Economy,7,RATING
aeromexico,NicChatfield,1436425200,Economy,10,RATING
aer-lingus,NicolaHarvey,1409986800,Economy,4,RATING
aer-lingus,HBishop,1409986800,Economy,7,RATING
aeroflot-russian-airlines,HitenderMehandiratta,1420963200,Economy,8,RATING
aeroflot-russian-airlines,CSuys,1420963200,Economy,9,RATING
aeroflot-russian-airlines,CSuys,1420963200,Economy,8,RATING
aegean-airlines,PeterIngham,1380610800,Economy,5,RATING
aegean-airlines,PaulineFinn,1380438000,Economy,10,RATING
aegean-airlines,PBoeck,1378105200,Economy,3,RATING
aerolineas-argentinas,DestvetPatricio,1398150000,Business Class,3,RATING
aerolineas-argentinas,LucasPio,1397545200,Premium Economy,10,RATING
aerolineas-argentinas,BAldridge,1397458800,Economy,2,RATING
aeromexico,HectorLopez,1436425200,Economy,8,RATING
aeromexico,EricRosenberg,1435647600,Economy,2,RATING
aeromexico,JoseGranados,1435388400,First Class,1,RATING
aer-lingus,JamesFitzpatrick,1409986800,Economy,8,RATING
aer-lingus,KMorgan,1409986800,Business Class,10,RATING
aer-lingus,HardyMylene,1409554800,Economy,5,RATING
aer-lingus,GRitchie,1409554800,Economy,3,RATING
aeroflot-russian-airlines,CHoward,1419235200,Economy,9,RATING
aeroflot-russian-airlines,MarcLiljeqvist,1419235200,Economy,10,RATING
aeroflot-russian-airlines,HosseinHosseini,1418198400,Business Class,5,RATING
aegean-airlines,NicolasSimonis,1377586800,Economy,6,RATING
aegean-airlines,ADiamantis,1376377200,Economy,10,RATING
aegean-airlines,AAsprakis,1376204400,Economy,10,RATING
aegean-airlines,SGiaerl,1375599600,Economy,10,RATING
aerolineas-argentinas,DCassius,1397113200,Economy,8,RATING
aerolineas-argentinas,JGamero,1394521200,Economy,8,RATING
aeromexico,AlejandraGomez,1434956400,Economy,10,RATING
aeromexico,BernieAlbelda,1434697200,Economy,1,RATING
aeromexico,MarcoFlores,1434610800,Economy,10,RATING
aer-lingus,MazharKhan,1409209200,Economy,2,RATING
aer-lingus,NFrancis,1409209200,Economy,8,RATING
aer-lingus,GFox,1409036400,Economy,2,RATING
aeroflot-russian-airlines,HWatson,1417420800,Economy,8,RATING
aeroflot-russian-airlines,PenelopePoulou,1414479600,Economy,5,RATING
aeroflot-russian-airlines,KShoshanaYoungsam,1414479600,Economy,9,RATING
aeroflot-russian-airlines,MikeMcElhone,1414479600,Economy,8,RATING
aegean-airlines,KonstantinosKotzaridis,1375599600,Business Class,9,RATING
aegean-airlines,MMurray,1374994800,Economy,5,RATING
aegean-airlines,MordoGuy,1374649200,Economy,3,RATING
aerolineas-argentinas,ECook,1393401600,Economy,3,RATING
aerolineas-argentinas,PeterWeber,1392451200,Economy,8,RATING
aerolineas-argentinas,KMinka,1392192000,Economy,1,RATING
aerolineas-argentinas,HSchneider,1390636800,Economy,3,RATING
aeromexico,JacquelineWebber,1434265200,Economy,2,RATING
aeromexico,AngelicaRoldan,1434178800,Economy,1,RATING
aer-lingus,NigelBennett,1409036400,Economy,9,RATING
aer-lingus,RSampath,1409036400,Economy,3,RATING
aeroflot-russian-airlines,SargeantAlan,1412751600,Economy,9,RATING
aeroflot-russian-airlines,AnderssonLennart,1411369200,Economy,2,RATING
aeroflot-russian-airlines,VolkervonDetten,1410678000,Economy,10,RATING
aeroflot-russian-airlines,ASargeant,1410678000,Business Class,9,RATING
aegean-airlines,KrissaGarner,1374390000,Economy,10,RATING
aegean-airlines,TLord,1373871600,Economy,10,RATING
aegean-airlines,AGrotenhuis,1373785200,Business Class,9,RATING
aerolineas-argentinas,MarlonKobacker,1389600000,Economy,8,RATING
aerolineas-argentinas,RStokes,1389081600,Economy,2,RATING
aeromexico,KeltonKostis,1431500400,Economy,7,RATING
aeromexico,JanisSalmeron,1429167600,Economy,10,RATING
aeromexico,JennyWilson,1425456000,Business Class,6,RATING
aer-lingus,NHarvey,1408345200,Economy,2,RATING
aer-lingus,CMacon,1408345200,Economy,2,RATING
aer-lingus,IainCockburn,1407740400,Economy,10,RATING
aer-lingus,GCunningham,1407481200,Economy,2,RATING
aeroflot-russian-airlines,HajiMurat,1408258800,Economy,9,RATING
aeroflot-russian-airlines,THaroutunian,1405234800,Economy,9,RATING
aeroflot-russian-airlines,KPeter,1405062000,Economy,7,RATING
aegean-airlines,MDizon,1373353200,Economy,10,RATING
aegean-airlines,GeorgiosChouliaras,1372834800,Economy,2,RATING
aegean-airlines,SPtctan,1372662000,Economy,8,RATING
aegean-airlines,KNguyen,1372575600,Economy,8,RATING
aerosur,SusanSong,1344495600,Economy,8,RATING
aerosur,FAhmadi,1330416000,Economy,7,RATING
aerolineas-argentinas,ALeal,1388476800,Economy,3,RATING
aeromexico,PhilipO'Connor,1424764800,Economy,10,RATING
aeromexico,JamesNeeley,1423641600,Business Class,1,RATING
aeromexico,FVedrenne,1420444800,Business Class,10,RATING
aer-lingus,ShaylaPowell,1407222000,Economy,1,RATING
aer-lingus,CColville,1406962800,Economy,10,RATING
aer-lingus,DMaher,1406962800,Economy,2,RATING
aeroflot-russian-airlines,AvanderMade,1404630000,Economy,6,RATING
aeroflot-russian-airlines,SusanRamsay,1404630000,Economy,5,RATING
aeroflot-russian-airlines,ABor,1404630000,Economy,6,RATING
aegean-airlines,FangJun,1372402800,Economy,9,RATING
aegean-airlines,GGeorge,1371798000,Economy,9,RATING
aegean-airlines,LucaMacca,1371798000,Economy,9,RATING
aerosur,AlanClare,1319180400,Economy,1,RATING
aerosur,SimonSmith,1303628400,Economy,4,RATING
aerolineas-argentinas,DeniseGoodfellow,1386230400,Economy,9,RATING
aerolineas-argentinas,PSmith,1386144000,Economy,10,RATING
aeromexico,JeffreyRLukas,1418889600,Economy,10,RATING
aeromexico,RichardFGeary,1418889600,Economy,10,RATING
aer-lingus,MLoos,1406790000,Economy,8,RATING
aer-lingus,MDavis,1406617200,Economy,10,RATING
aer-lingus,MLinn,1406012400,Economy,8,RATING
aer-lingus,MSparks,1406012400,Economy,3,RATING
aeroflot-russian-airlines,MalinenSampo,1403247600,Business Class,9,RATING
aeroflot-russian-airlines,AMenyhart,1402902000,Economy,10,RATING
aeroflot-russian-airlines,SonntagJosef,1402642800,Economy,7,RATING
aeroflot-russian-airlines,BLi,1402297200,Economy,9,RATING
aegean-airlines,KBikos,1371020400,Economy,8,RATING
aegean-airlines,MPetrikas,1370934000,Economy,10,RATING
aegean-airlines,DmitryKuzin,1370761200,Economy,8,RATING
aerolineas-argentinas,SRedfern,1385366400,Economy,6,RATING
aeromexico,LindaColonna,1418889600,Economy,10,RATING
aeromexico,HHenson,1418889600,Economy,6,RATING
aeromexico,AdamLees,1417420800,Economy,10,RATING
aeromexico,JRincon,1417420800,Business Class,5,RATING
aer-lingus,EDeller,1405580400,Economy,10,RATING
aer-lingus,JClarke,1405580400,Economy,6,RATING
aer-lingus,KathyCassidy,1404802800,Economy,6,RATING
aeroflot-russian-airlines,BLi,1401865200,Economy,8,RATING
aeroflot-russian-airlines,NEfimov,1401865200,Economy,8,RATING
aeroflot-russian-airlines,JJutarat,1401606000,Economy,2,RATING
aeroflot-russian-airlines,DenzilBourne,1401606000,Economy,7,RATING
aegean-airlines,DmitryKuzin,1370761200,Economy,9,RATING
aegean-airlines,KPolitis,1370329200,Economy,9,RATING
aegean-airlines,MichelPerrin,1370156400,Economy,3,RATING
aerolineas-argentinas,AGodoi,1384934400,Economy,5,RATING
aerolineas-argentinas,MiguelFerreira,1384848000,Economy,6,RATING
aeromexico,RMorgan,1417420800,Business Class,10,RATING
aeromexico,CarolKnox,1415260800,Economy,9,RATING
aer-lingus,CPhelan,1404630000,Economy,4,RATING
aer-lingus,CBurbank,1404630000,Economy,10,RATING
aeroflot-russian-airlines,MSchoenfeld,1401606000,Economy,5,RATING
aeroflot-russian-airlines,STsoy,1401087600,Economy,7,RATING
aeroflot-russian-airlines,SFedichkin,1400137200,Economy,6,RATING
aegean-airlines,MichelPerrin,1369810800,Business Class,8,RATING
aegean-airlines,MKyriakides,1367391600,Economy,9,RATING
aegean-airlines,DSnow,1366786800,Economy,9,RATING
aerolineas-argentinas,JGilchrist,1383638400,Economy,1,RATING
aerolineas-argentinas,FCostanzo,1383552000,Economy,10,RATING
aerolineas-argentinas,TAllen,1383202800,Economy,5,RATING
aerolineas-argentinas,RSantos,1382684400,Business Class,4,RATING
afriqiyah-airways,AnnemarieFox,1302418800,Economy,6,RATING
aeromexico,AnneFarmer,1415001600,Economy,10,RATING
aeromexico,RobertHansen,1415001600,Business Class,10,RATING
aeromexico,DIto,1414738800,Business Class,6,RATING
aer-lingus,RWarren,1404630000,Economy,6,RATING
aer-lingus,AskewDerek,1404630000,Economy,8,RATING
aer-lingus,KenGibson,1404198000,Economy,6,RATING
aer-lingus,RPanchal,1403679600,Economy,6,RATING
aeroflot-russian-airlines,MPayne,1397890800,Economy,1,RATING
aegean-airlines,SalpingidisLefteris,1364281200,Economy,10,RATING
aegean-airlines,IVounelakis,1363158000,Economy,9,RATING
aerolineas-argentinas,MHone,1380697200,Business Class,8,RATING
afriqiyah-airways,JHowell,1294560000,Economy,3,RATING
afriqiyah-airways,THelden,1293091200,Economy,7,RATING
afriqiyah-airways,PHowell,1286866800,Business Class,7,RATING
aeromexico,TonySaunders,1414738800,Economy,7,RATING
aer-lingus,JimConner,1403506800,Economy,2,RATING
aer-lingus,PatHumphrey,1403247600,Economy,3,RATING
aeroflot-russian-airlines,SargeantAlan,1395126000,Business Class,9,RATING
aeroflot-russian-airlines,MStudzinski,1395039600,Economy,5,RATING
aegean-airlines,NickTselikas,1362384000,Economy,9,RATING
aegean-airlines,StathisPanagiotopoulos,1360828800,Economy,8,RATING
aegean-airlines,VasileiosPanidis,1358841600,Economy,9,RATING
aerolineas-argentinas,MHone,1380697200,Economy,8,RATING
aerolineas-argentinas,PGalea,1379833200,Economy,3,RATING
aerolineas-argentinas,MartinPablo,1374130800,Economy,8,RATING
afriqiyah-airways,FWhitehead,1278918000,Economy,8,RATING
afriqiyah-airways,AndrewWest,1277017200,Economy,1,RATING
afriqiyah-airways,KarenParker,1274857200,Economy,8,RATING
aeromexico,JacquesPassy,1414479600,Business Class,10,RATING
aeromexico,FVedrenne,1413961200,Economy,9,RATING
aer-lingus,AClarke,1402297200,Business Class,8,RATING
aer-lingus,DavidCarlson,1402297200,Business Class,10,RATING
aer-lingus,NicolasViart,1402210800,Business Class,9,RATING
aeroflot-russian-airlines,VeljicJelena,1394607600,Economy,9,RATING
aeroflot-russian-airlines,JPark,1394434800,Business Class,9,RATING
aeroflot-russian-airlines,HXue,1393401600,Economy,7,RATING
aegean-airlines,YRaltseva,1358323200,Economy,3,RATING
aegean-airlines,SryrosGatos,1357632000,Economy,7,RATING
aerolineas-argentinas,PTaylor,1373871600,Economy,7,RATING
aerolineas-argentinas,NathanHunt,1372402800,Economy,8,RATING
afriqiyah-airways,MBekkering,1268982000,Economy,8,RATING
afriqiyah-airways,CGrant,1266220800,Economy,8,RATING
afriqiyah-airways,HBrant,1264233600,Economy,8,RATING
afriqiyah-airways,ARegan,1263974400,Economy,2,RATING
aeromexico,JoyceFay,1413097200,Economy,10,RATING
aeromexico,ITzurieger,1413097200,Premium Economy,9,RATING
aeromexico,MChavez,1412492400,Business Class,5,RATING
aer-lingus,MLicudine,1401951600,Economy,10,RATING
aer-lingus,DarleneWitte,1401865200,Economy,2,RATING
aer-lingus,SDevine,1401606000,Economy,10,RATING
aer-lingus,CullinaneDavid,1401346800,Economy,9,RATING
aeroflot-russian-airlines,ShkarubaAnton,1393315200,Economy,4,RATING
aeroflot-russian-airlines,MTonnvik,1390636800,Premium Economy,8,RATING
aegean-airlines,SDaskova,1357200000,Economy,10,RATING
aegean-airlines,SalpingidisLefteris,1355990400,Economy,9,RATING
aerolineas-argentinas,GonzaloBouquet,1371970800,Economy,2,RATING
aerolineas-argentinas,LCharles,1369724400,Business Class,9,RATING
afriqiyah-airways,StephanieMcVicker,1263456000,Economy,9,RATING
afriqiyah-airways,MichaelRedman,1255849200,Economy,9,RATING
afriqiyah-airways,JordanMandoza,1254898800,Economy,5,RATING
afriqiyah-airways,BQuigley,1251010800,Economy,8,RATING
aeromexico,IBrenes,1412060400,Economy,8,RATING
aeromexico,CHoover,1411887600,Business Class,10,RATING
aeromexico,AltabefIsaac,1411369200,Economy,10,RATING
aer-lingus,AMorgan,1401001200,Economy,6,RATING
